,accuracy,cross_entropy,iterations
365,1.0,0.030357036739587784,365
366,1.0,0.027266334742307663,366
367,1.0,0.018023384734988213,367
368,1.0,0.02174607291817665,368
369,1.0,0.02380623295903206,369
370,1.0,0.02600993774831295,370
371,1.0,0.021247494965791702,371
372,1.0,0.0181729793548584,372
373,1.0,0.027056703343987465,373
374,1.0,0.024262111634016037,374
375,1.0,0.023592256009578705,375
376,1.0,0.022976776584982872,376
377,1.0,0.02179560624063015,377
378,1.0,0.018624508753418922,378
379,1.0,0.018209509551525116,379
380,0.9921875,0.028054125607013702,380
381,1.0,0.017596572637557983,381
382,1.0,0.018997393548488617,382
383,1.0,0.03057411126792431,383
384,1.0,0.028461327776312828,384
385,1.0,0.022429125383496284,385
386,1.0,0.017775077372789383,386
387,1.0,0.02169850282371044,387
388,1.0,0.02412066049873829,388
389,1.0,0.019889622926712036,389
390,1.0,0.015303265303373337,390
391,1.0,0.023507095873355865,391
392,1.0,0.014854995533823967,392
393,1.0,0.01208971906453371,393
394,1.0,0.02070626989006996,394
395,1.0,0.01721445471048355,395
396,1.0,0.01727426052093506,396
397,1.0,0.012780888006091118,397
398,1.0,0.017031120136380196,398
399,1.0,0.019614843651652336,399
400,1.0,0.013756243512034416,400
401,1.0,0.01700831577181816,401
402,1.0,0.019507844001054764,402
403,1.0,0.026714984327554703,403
404,1.0,0.026122115552425385,404
405,1.0,0.020249351859092712,405
406,1.0,0.030162690207362175,406
407,1.0,0.01982259191572666,407
408,1.0,0.016309333965182304,408
409,1.0,0.02353397198021412,409
410,1.0,0.01880883239209652,410
411,1.0,0.01296435296535492,411
412,1.0,0.019055642187595367,412
413,1.0,0.021821871399879456,413
414,0.9921875,0.02890194021165371,414
415,1.0,0.014955537393689156,415
416,1.0,0.017539767548441887,416
417,1.0,0.015049194917082787,417
418,1.0,0.02169673889875412,418
419,1.0,0.017664263024926186,419
420,1.0,0.016071895137429237,420
421,1.0,0.021967459470033646,421
422,1.0,0.012236565351486206,422
423,1.0,0.02190709114074707,423
424,1.0,0.01147814467549324,424
425,1.0,0.020615365356206894,425
426,1.0,0.021816708147525787,426
427,1.0,0.013776350766420364,427
428,1.0,0.01183401234447956,428
429,1.0,0.01446081418544054,429
430,1.0,0.011658037081360817,430
431,1.0,0.02519509382545948,431
432,1.0,0.010504624806344509,432
433,1.0,0.011225738562643528,433
434,1.0,0.01228911429643631,434
435,1.0,0.014469143003225327,435
436,1.0,0.01331811212003231,436
437,1.0,0.013032564893364906,437
438,1.0,0.007267570123076439,438
439,1.0,0.014749797992408276,439
440,1.0,0.01708698645234108,440
441,1.0,0.016916319727897644,441
442,1.0,0.012137075886130333,442
443,1.0,0.01460026204586029,443
444,1.0,0.010658688843250275,444
445,1.0,0.014019494876265526,445
446,1.0,0.01239553652703762,446
447,1.0,0.0093426164239645,447
448,1.0,0.008537782356142998,448
449,1.0,0.010346271097660065,449
450,1.0,0.012461804784834385,450
451,1.0,0.014645302668213844,451
452,1.0,0.011158403009176254,452
453,1.0,0.011071905493736267,453
454,1.0,0.013154319487512112,454
455,1.0,0.015539443120360374,455
456,1.0,0.011524945497512817,456
457,1.0,0.008243102580308914,457
458,1.0,0.009464138187468052,458
459,1.0,0.014940697699785233,459
460,1.0,0.00844450294971466,460
461,1.0,0.009421935304999352,461
462,1.0,0.010127972811460495,462
463,1.0,0.009306645952165127,463
464,1.0,0.0082365358248353,464
465,1.0,0.006378279533237219,465
466,1.0,0.00904427282512188,466
467,1.0,0.008532343432307243,467
468,1.0,0.008430859073996544,468
469,1.0,0.010957643389701843,469
470,1.0,0.015088284388184547,470
471,1.0,0.012225620448589325,471
472,1.0,0.01224849559366703,472
473,1.0,0.012523539364337921,473
474,1.0,0.012521987780928612,474
475,1.0,0.014079387299716473,475
476,1.0,0.008584215305745602,476
477,1.0,0.01482144370675087,477
478,1.0,0.010268434882164001,478
479,1.0,0.007901642471551895,479
480,1.0,0.011566802859306335,480
481,1.0,0.013472679071128368,481
482,1.0,0.0105958953499794,482
483,1.0,0.009429801255464554,483
484,1.0,0.008062019944190979,484
485,1.0,0.009312811307609081,485
486,1.0,0.005538732744753361,486
487,1.0,0.008508041501045227,487
488,1.0,0.009217655286192894,488
489,1.0,0.010044828988611698,489
490,1.0,0.01266514603048563,490
491,1.0,0.009280321188271046,491
492,1.0,0.009431267157196999,492
493,1.0,0.009308922104537487,493
494,1.0,0.009276380762457848,494
495,1.0,0.011092985048890114,495
496,1.0,0.010037904605269432,496
497,1.0,0.008643864654004574,497
498,1.0,0.010290933772921562,498
499,1.0,0.00890318863093853,499
500,1.0,0.013629544526338577,500
501,1.0,0.008349686861038208,501
502,1.0,0.008097687736153603,502
503,1.0,0.00961313396692276,503
504,1.0,0.015591313131153584,504
505,1.0,0.011017609387636185,505
506,1.0,0.008596982806921005,506
507,1.0,0.009018192067742348,507
508,1.0,0.006811246275901794,508
509,1.0,0.006649357732385397,509
510,1.0,0.0061241998337209225,510
511,1.0,0.009654718451201916,511
512,1.0,0.008877856656908989,512
513,1.0,0.006119647063314915,513
514,1.0,0.0070954179391264915,514
515,1.0,0.008885394781827927,515
516,1.0,0.0071798767894506454,516
517,1.0,0.00846891850233078,517
518,1.0,0.008480995893478394,518
519,1.0,0.007344359997659922,519
520,1.0,0.008328625932335854,520
521,1.0,0.011488210409879684,521
522,1.0,0.00580659369006753,522
523,1.0,0.008380572311580181,523
524,1.0,0.006103210616856813,524
525,1.0,0.007122976705431938,525
526,1.0,0.004950227215886116,526
527,1.0,0.007098247297108173,527
528,1.0,0.006895434111356735,528
529,1.0,0.006424589082598686,529
530,1.0,0.008807867765426636,530
531,1.0,0.007595431059598923,531
532,1.0,0.007666317746043205,532
533,1.0,0.007651723921298981,533
534,1.0,0.006982856430113316,534
535,1.0,0.006068368908017874,535
536,1.0,0.007748183328658342,536
537,1.0,0.006450203713029623,537
538,1.0,0.007646041922271252,538
539,1.0,0.007672423962503672,539
540,1.0,0.006992491427809,540
541,1.0,0.007032664027065039,541
542,1.0,0.007600506767630577,542
543,1.0,0.006251575890928507,543
544,1.0,0.006328546907752752,544
545,1.0,0.008882101625204086,545
546,1.0,0.005942067131400108,546
547,1.0,0.008048806339502335,547
548,1.0,0.007367498707026243,548
549,1.0,0.008555732667446136,549
550,1.0,0.004353283438831568,550
551,1.0,0.004143677186220884,551
552,1.0,0.0058771707117557526,552
553,1.0,0.005414656363427639,553
554,1.0,0.005587438587099314,554
555,1.0,0.008170128799974918,555
556,1.0,0.007694955915212631,556
557,1.0,0.006232809275388718,557
558,1.0,0.006163525860756636,558
559,1.0,0.006209912709891796,559
560,1.0,0.00616653123870492,560
561,1.0,0.007251622620970011,561
562,1.0,0.005553551018238068,562
563,1.0,0.007160988636314869,563
564,1.0,0.005624786484986544,564
565,1.0,0.005554060451686382,565
566,1.0,0.008339719846844673,566
567,1.0,0.008347011171281338,567
568,1.0,0.006291535682976246,568
569,1.0,0.005225141067057848,569
570,1.0,0.004933206830173731,570
571,1.0,0.005254820454865694,571
572,1.0,0.00389649486169219,572
573,1.0,0.004911427851766348,573
574,1.0,0.006506903562694788,574
575,1.0,0.006525246426463127,575
576,1.0,0.008991187438368797,576
577,1.0,0.004941318649798632,577
578,1.0,0.00803237222135067,578
579,1.0,0.006067694630473852,579
580,1.0,0.005247645545750856,580
581,1.0,0.007916317321360111,581
582,1.0,0.005490151233971119,582
583,1.0,0.004428429529070854,583
584,1.0,0.004665690008550882,584
585,1.0,0.004102335311472416,585
586,1.0,0.006212401203811169,586
587,1.0,0.005039871670305729,587
588,1.0,0.004855283536016941,588
589,1.0,0.004846191965043545,589
590,1.0,0.006666069384664297,590
591,1.0,0.005564480554312468,591
592,1.0,0.006196937989443541,592
593,1.0,0.006942086853086948,593
594,1.0,0.005510642193257809,594
595,1.0,0.004173676483333111,595
596,1.0,0.004088318906724453,596
597,1.0,0.006227866746485233,597
598,1.0,0.005134236067533493,598
599,1.0,0.0035823991056531668,599
600,1.0,0.0042840223759412766,600
601,1.0,0.003789906157180667,601
602,1.0,0.0033453982323408127,602
603,1.0,0.004407871980220079,603
604,1.0,0.0033350051380693913,604
605,1.0,0.003519422374665737,605
606,1.0,0.0035538359079509974,606
607,1.0,0.005434848368167877,607
608,1.0,0.0038554801139980555,608
609,1.0,0.004776066169142723,609
610,1.0,0.0039850641041994095,610
611,1.0,0.0062759267166256905,611
612,1.0,0.0032777704764157534,612
613,1.0,0.005169038660824299,613
614,1.0,0.005021657794713974,614
615,1.0,0.004694875329732895,615
616,1.0,0.004662340972572565,616
617,1.0,0.004756050184369087,617
618,1.0,0.0035611698403954506,618
619,1.0,0.004530420992523432,619
620,1.0,0.0034709451720118523,620
621,1.0,0.0035633270163089037,621
622,1.0,0.004313827492296696,622
623,1.0,0.004693173337727785,623
624,1.0,0.0053859250620007515,624
625,1.0,0.004774174652993679,625
626,1.0,0.004241893067955971,626
627,1.0,0.004842147696763277,627
628,1.0,0.004916989244520664,628
629,1.0,0.004142057616263628,629
630,1.0,0.003883595112711191,630
631,1.0,0.004606614820659161,631
632,1.0,0.0031608622521162033,632
633,1.0,0.004688511602580547,633
634,1.0,0.0041665853932499886,634
635,1.0,0.004705391824245453,635
636,1.0,0.003311639651656151,636
637,1.0,0.002789248712360859,637
638,1.0,0.004224642179906368,638
639,1.0,0.0035878876224160194,639
640,1.0,0.0039983284659683704,640
641,1.0,0.005384426563978195,641
642,1.0,0.0057015311904251575,642
643,1.0,0.004181494005024433,643
644,1.0,0.004183339886367321,644
645,1.0,0.003471935633569956,645
646,1.0,0.003983450587838888,646
647,1.0,0.00444137305021286,647
648,1.0,0.0034768295008689165,648
649,1.0,0.0043838657438755035,649
650,1.0,0.0031750318594276905,650
651,1.0,0.0032947612926363945,651
652,1.0,0.0042299008928239346,652
653,1.0,0.004671218805015087,653
654,1.0,0.0041195848025381565,654
655,1.0,0.0037137686740607023,655
656,1.0,0.003775097196921706,656
657,1.0,0.0038776127621531487,657
658,1.0,0.003420403227210045,658
659,1.0,0.003305976279079914,659
660,1.0,0.0038486504927277565,660
661,1.0,0.004204745404422283,661
662,1.0,0.004636150784790516,662
663,1.0,0.003526029409840703,663
664,1.0,0.003909476567059755,664
665,1.0,0.003695729887112975,665
666,1.0,0.003089368576183915,666
667,1.0,0.0043772137723863125,667
668,1.0,0.003998801112174988,668
669,1.0,0.003257793840020895,669
670,1.0,0.0035234447568655014,670
671,1.0,0.0033852390479296446,671
672,1.0,0.004116589203476906,672
673,1.0,0.003812256967648864,673
674,1.0,0.0036716237664222717,674
675,1.0,0.003502210369333625,675
676,1.0,0.0042353663593530655,676
677,1.0,0.0035119270905852318,677
678,1.0,0.003166025038808584,678
679,1.0,0.0032926935236901045,679
680,1.0,0.002441112883388996,680
681,1.0,0.0030205890070647,681
682,1.0,0.0027662869542837143,682
683,1.0,0.003923882730305195,683
684,1.0,0.0033784820698201656,684
685,1.0,0.002746996935456991,685
686,1.0,0.0031323153525590897,686
687,1.0,0.0027225876692682505,687
688,1.0,0.0025089404080063105,688
689,1.0,0.0033570972736924887,689
690,1.0,0.0025248033925890923,690
691,1.0,0.002428497653454542,691
692,1.0,0.0025323117151856422,692
693,1.0,0.003221113933250308,693
694,1.0,0.002384944586083293,694
695,1.0,0.0029964973218739033,695
696,1.0,0.00205846200697124,696
697,1.0,0.003085925243794918,697
698,1.0,0.002336321398615837,698
699,1.0,0.003412500023841858,699
700,1.0,0.0029294032137840986,700
701,1.0,0.0029126217123121023,701
702,1.0,0.003089859150350094,702
703,1.0,0.0036377040669322014,703
704,1.0,0.0027039742562919855,704
705,1.0,0.00336987292394042,705
706,1.0,0.002713814377784729,706
707,1.0,0.0027972362004220486,707
708,1.0,0.003097043838351965,708
709,1.0,0.003623297903686762,709
710,1.0,0.0031710900366306305,710
711,1.0,0.0030897934921085835,711
712,1.0,0.0029943485278636217,712
713,1.0,0.0033239461481571198,713
714,1.0,0.003572244895622134,714
715,1.0,0.0032785339280962944,715
716,1.0,0.0029376584570854902,716
717,1.0,0.0037367488257586956,717
718,1.0,0.0026153051294386387,718
719,1.0,0.00338011234998703,719
720,1.0,0.0031161869410425425,720
721,1.0,0.0032814887817949057,721
722,1.0,0.0023721070028841496,722
723,1.0,0.0021030642092227936,723
724,1.0,0.0029540739487856627,724
725,1.0,0.0025317200925201178,725
726,1.0,0.002912739058956504,726
727,1.0,0.0032942204270511866,727
728,1.0,0.0039055952802300453,728
729,1.0,0.003109062323346734,729
730,1.0,0.0031888168305158615,730
731,1.0,0.0026457752101123333,731
732,1.0,0.002923328895121813,732
733,1.0,0.0033148564398288727,733
734,1.0,0.002694420050829649,734
735,1.0,0.003322106786072254,735
736,1.0,0.00241022277623415,736
737,1.0,0.0024195420555770397,737
738,1.0,0.0029759034514427185,738
739,1.0,0.003182526445016265,739
740,1.0,0.002710845321416855,740
741,1.0,0.0026010735891759396,741
742,1.0,0.00264820852316916,742
743,1.0,0.002851624507457018,743
744,1.0,0.002124531427398324,744
745,1.0,0.002570472192019224,745
746,1.0,0.0028537618927657604,746
747,1.0,0.0031478931196033955,747
748,1.0,0.0034840779844671488,748
749,1.0,0.0027399153914302588,749
750,1.0,0.0030272630974650383,750
751,1.0,0.002748146653175354,751
752,1.0,0.002251869533210993,752
753,1.0,0.003245395142585039,753
754,1.0,0.002876121085137129,754
755,1.0,0.0023332787677645683,755
756,1.0,0.0026627196930348873,756
757,1.0,0.002460799878463149,757
758,1.0,0.003073344239965081,758
759,1.0,0.0028886310756206512,759
760,1.0,0.0028259886894375086,760
761,1.0,0.0025221076793968678,761
762,1.0,0.0032040688674896955,762
763,1.0,0.002678267890587449,763
764,1.0,0.002385847270488739,764
765,1.0,0.002518516033887863,765
766,1.0,0.0019365735352039337,766
767,1.0,0.002272140933200717,767
768,1.0,0.002026343485340476,768
769,1.0,0.0028975883033126593,769
770,1.0,0.0025134733878076077,770
771,1.0,0.0021572154946625233,771
772,1.0,0.002313966630026698,772
773,1.0,0.00196759682148695,773
774,1.0,0.0019826281350106,774
775,1.0,0.0025204611010849476,775
776,1.0,0.0020148565527051687,776
777,1.0,0.0019481589552015066,777
778,1.0,0.001955962274223566,778
779,1.0,0.002482424955815077,779
780,1.0,0.0018931672675535083,780
781,1.0,0.002353380899876356,781
782,1.0,0.0016498090699315071,782
783,1.0,0.002355769043788314,783
784,1.0,0.0018897948320955038,784
785,1.0,0.00275396928191185,785
786,1.0,0.0022278917022049427,786
787,1.0,0.002120540477335453,787
788,1.0,0.0024274312891066074,788
789,1.0,0.0026813754811882973,789
